id,url,title,content,scraped_at
22,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Poisonous (Max Revere Novels #3),"{""title"": ""Poisonous (Max Revere Novels #3)"", ""price"": 26.8, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
23,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Murder at the 42nd Street Library (Raymond Ambler #1),"{""title"": ""Murder at the 42nd Street Library (Raymond Ambler #1)"", ""price"": 54.36, ""rating"": 4, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
24,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Most Wanted,"{""title"": ""Most Wanted"", ""price"": 35.28, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
25,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Hide Away (Eve Duncan #20),"{""title"": ""Hide Away (Eve Duncan #20)"", ""price"": 11.84, ""rating"": 1, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
26,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Boar Island (Anna Pigeon #19),"{""title"": ""Boar Island (Anna Pigeon #19)"", ""price"": 59.48, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
27,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Widow,"{""title"": ""The Widow"", ""price"": 27.26, ""rating"": 2, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
28,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Playing with Fire,"{""title"": ""Playing with Fire"", ""price"": 13.71, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:50
29,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,What Happened on Beale Street (Secrets of the South Mysteries #2),"{""title"": ""What Happened on Beale Street (Secrets of the South Mysteries #2)"", ""price"": 25.37, ""rating"": 5, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
30,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),"{""title"": ""The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)"", ""price"": 52.3, ""rating"": 5, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
31,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Delivering the Truth (Quaker Midwife Mystery #1),"{""title"": ""Delivering the Truth (Quaker Midwife Mystery #1)"", ""price"": 20.89, ""rating"": 4, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
32,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Mysterious Affair at Styles (Hercule Poirot #1),"{""title"": ""The Mysterious Affair at Styles (Hercule Poirot #1)"", ""price"": 24.8, ""rating"": 4, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
33,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,In the Woods (Dublin Murder Squad #1),"{""title"": ""In the Woods (Dublin Murder Squad #1)"", ""price"": 38.38, ""rating"": 2, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
34,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Silkworm (Cormoran Strike #2),"{""title"": ""The Silkworm (Cormoran Strike #2)"", ""price"": 23.05, ""rating"": 5, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
35,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Exiled,"{""title"": ""The Exiled"", ""price"": 43.45, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
36,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Cuckoo's Calling (Cormoran Strike #1),"{""title"": ""The Cuckoo's Calling (Cormoran Strike #1)"", ""price"": 19.21, ""rating"": 1, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
37,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Extreme Prey (Lucas Davenport #26),"{""title"": ""Extreme Prey (Lucas Davenport #26)"", ""price"": 25.4, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
38,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Career of Evil (Cormoran Strike #3),"{""title"": ""Career of Evil (Cormoran Strike #3)"", ""price"": 24.72, ""rating"": 2, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
39,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),"{""title"": ""The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1)"", ""price"": 57.7, ""rating"": 4, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:51
40,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Girl You Lost,"{""title"": ""The Girl You Lost"", ""price"": 12.29, ""rating"": 5, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:52
41,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Girl In The Ice (DCI Erika Foster #1),"{""title"": ""The Girl In The Ice (DCI Erika Foster #1)"", ""price"": 15.85, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:52
42,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Blood Defense (Samantha Brinkman #1),"{""title"": ""Blood Defense (Samantha Brinkman #1)"", ""price"": 20.3, ""rating"": 3, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:52
43,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,1st to Die (Women's Murder Club #1),"{""title"": ""1st to Die (Women's Murder Club #1)"", ""price"": 53.98, ""rating"": 1, ""category"": ""Mystery"", ""availability"": true}",2026-03-09 02:23:52
44,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Tipping the Velvet,"{""title"": ""Tipping the Velvet"", ""price"": 53.74, ""rating"": 1, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
45,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton,"{""title"": ""Forever and Forever: The Courtship of Henry Longfellow and Fanny Appleton"", ""price"": 29.69, ""rating"": 3, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
46,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Flight of Arrows (The Pathfinders #2),"{""title"": ""A Flight of Arrows (The Pathfinders #2)"", ""price"": 55.53, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
47,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The House by the Lake,"{""title"": ""The House by the Lake"", ""price"": 36.95, ""rating"": 1, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
48,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Mrs. Houdini,"{""title"": ""Mrs. Houdini"", ""price"": 30.25, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
49,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Marriage of Opposites,"{""title"": ""The Marriage of Opposites"", ""price"": 28.08, ""rating"": 4, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
50,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Glory over Everything: Beyond The Kitchen House,"{""title"": ""Glory over Everything: Beyond The Kitchen House"", ""price"": 45.84, ""rating"": 3, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
51,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"Love, Lies and Spies","{""title"": ""Love, Lies and Spies"", ""price"": 20.55, ""rating"": 2, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
52,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Paris Apartment,"{""title"": ""A Paris Apartment"", ""price"": 39.01, ""rating"": 4, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
53,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Lilac Girls,"{""title"": ""Lilac Girls"", ""price"": 17.28, ""rating"": 2, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:52
54,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Constant Princess (The Tudor Court #1),"{""title"": ""The Constant Princess (The Tudor Court #1)"", ""price"": 16.62, ""rating"": 3, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
55,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Invention of Wings,"{""title"": ""The Invention of Wings"", ""price"": 37.34, ""rating"": 1, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
56,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,World Without End (The Pillars of the Earth #2),"{""title"": ""World Without End (The Pillars of the Earth #2)"", ""price"": 32.97, ""rating"": 4, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
57,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Passion of Dolssa,"{""title"": ""The Passion of Dolssa"", ""price"": 28.32, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
58,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Girl With a Pearl Earring,"{""title"": ""Girl With a Pearl Earring"", ""price"": 26.77, ""rating"": 1, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
59,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Voyager (Outlander #3),"{""title"": ""Voyager (Outlander #3)"", ""price"": 21.07, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
60,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Red Tent,"{""title"": ""The Red Tent"", ""price"": 35.66, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
61,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Last Painting of Sara de Vos,"{""title"": ""The Last Painting of Sara de Vos"", ""price"": 55.55, ""rating"": 2, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
62,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Guernsey Literary and Potato Peel Pie Society,"{""title"": ""The Guernsey Literary and Potato Peel Pie Society"", ""price"": 49.53, ""rating"": 1, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
63,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Girl in the Blue Coat,"{""title"": ""Girl in the Blue Coat"", ""price"": 46.83, ""rating"": 2, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
64,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Between Shades of Gray,"{""title"": ""Between Shades of Gray"", ""price"": 20.79, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
65,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,While You Were Mine,"{""title"": ""While You Were Mine"", ""price"": 41.32, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
66,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Secret Healer,"{""title"": ""The Secret Healer"", ""price"": 34.56, ""rating"": 3, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:53
67,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Starlark,"{""title"": ""Starlark"", ""price"": 25.83, ""rating"": 3, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:54
68,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Lost Among the Living,"{""title"": ""Lost Among the Living"", ""price"": 27.7, ""rating"": 4, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:54
69,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Spy's Devotion (The Regency Spies of London #1),"{""title"": ""A Spy's Devotion (The Regency Spies of London #1)"", ""price"": 16.97, ""rating"": 5, ""category"": ""Historical Fiction"", ""availability"": true}",2026-03-09 02:23:54
70,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Mesaerion: The Best Science Fiction Stories 1800-1849,"{""title"": ""Mesaerion: The Best Science Fiction Stories 1800-1849"", ""price"": 37.59, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
71,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Join,"{""title"": ""Join"", ""price"": 35.67, ""rating"": 5, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
72,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)","{""title"": ""William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)"", ""price"": 43.3, ""rating"": 4, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
73,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Project,"{""title"": ""The Project"", ""price"": 10.65, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
74,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Soft Apocalypse,"{""title"": ""Soft Apocalypse"", ""price"": 26.12, ""rating"": 2, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
75,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Sleeping Giants (Themis Files #1),"{""title"": ""Sleeping Giants (Themis Files #1)"", ""price"": 48.74, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
76,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Arena,"{""title"": ""Arena"", ""price"": 21.36, ""rating"": 4, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
77,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Foundation (Foundation (Publication Order) #1),"{""title"": ""Foundation (Foundation (Publication Order) #1)"", ""price"": 32.42, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
78,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),"{""title"": ""The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2)"", ""price"": 10.92, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
79,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Ready Player One,"{""title"": ""Ready Player One"", ""price"": 19.07, ""rating"": 4, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
80,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)","{""title"": ""Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)"", ""price"": 33.26, ""rating"": 2, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:54
81,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Dune (Dune #1),"{""title"": ""Dune (Dune #1)"", ""price"": 54.86, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:55
82,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Do Androids Dream of Electric Sheep? (Blade Runner #1),"{""title"": ""Do Androids Dream of Electric Sheep? (Blade Runner #1)"", ""price"": 51.48, ""rating"": 1, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:55
83,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Three Wishes (River of Time: California #1),"{""title"": ""Three Wishes (River of Time: California #1)"", ""price"": 44.18, ""rating"": 2, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:55
84,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Last Girl (The Dominion Trilogy #1),"{""title"": ""The Last Girl (The Dominion Trilogy #1)"", ""price"": 36.26, ""rating"": 2, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:55
85,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),"{""title"": ""Having the Barbarian's Baby (Ice Planet Barbarians #7.5)"", ""price"": 34.96, ""rating"": 4, ""category"": ""Science Fiction"", ""availability"": true}",2026-03-09 02:23:55
86,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Unicorn Tracks,"{""title"": ""Unicorn Tracks"", ""price"": 18.78, ""rating"": 3, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
87,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"Saga, Volume 6 (Saga (Collected Editions) #6)","{""title"": ""Saga, Volume 6 (Saga (Collected Editions) #6)"", ""price"": 25.02, ""rating"": 3, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
88,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Princess Between Worlds (Wide-Awake Princess #5),"{""title"": ""Princess Between Worlds (Wide-Awake Princess #5)"", ""price"": 13.34, ""rating"": 5, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
89,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Masks and Shadows,"{""title"": ""Masks and Shadows"", ""price"": 56.4, ""rating"": 2, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
90,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Crown of Midnight (Throne of Glass #2),"{""title"": ""Crown of Midnight (Throne of Glass #2)"", ""price"": 43.29, ""rating"": 3, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
91,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)","{""title"": ""Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)"", ""price"": 28.09, ""rating"": 2, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
92,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Court of Thorns and Roses (A Court of Thorns and Roses #1),"{""title"": ""A Court of Thorns and Roses (A Court of Thorns and Roses #1)"", ""price"": 52.37, ""rating"": 1, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
93,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Throne of Glass (Throne of Glass #1),"{""title"": ""Throne of Glass (Throne of Glass #1)"", ""price"": 35.07, ""rating"": 3, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
94,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Glittering Court (The Glittering Court #1),"{""title"": ""The Glittering Court (The Glittering Court #1)"", ""price"": 44.28, ""rating"": 1, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:55
95,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Hollow City (Miss Peregrineâs Peculiar Children #2),"{""title"": ""Hollow City (Miss Peregrine\u00e2\u0080\u0099s Peculiar Children #2)"", ""price"": 42.98, ""rating"": 1, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
96,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Star-Touched Queen,"{""title"": ""The Star-Touched Queen"", ""price"": 46.02, ""rating"": 5, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
97,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Hidden Oracle (The Trials of Apollo #1),"{""title"": ""The Hidden Oracle (The Trials of Apollo #1)"", ""price"": 52.26, ""rating"": 2, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
98,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Bane Chronicles (The Bane Chronicles #1-11),"{""title"": ""The Bane Chronicles (The Bane Chronicles #1-11)"", ""price"": 44.73, ""rating"": 4, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
99,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Island of Dragons (Unwanteds #7),"{""title"": ""Island of Dragons (Unwanteds #7)"", ""price"": 29.65, ""rating"": 1, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
100,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),"{""title"": ""Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3)"", ""price"": 37.51, ""rating"": 5, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
101,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,City of Glass (The Mortal Instruments #3),"{""title"": ""City of Glass (The Mortal Instruments #3)"", ""price"": 56.02, ""rating"": 4, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
102,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Searching for Meaning in Gailana,"{""title"": ""Searching for Meaning in Gailana"", ""price"": 38.73, ""rating"": 1, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
103,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,The Star-Touched Queen,"{""title"": ""The Star-Touched Queen"", ""price"": 32.3, ""rating"": 5, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
104,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,A Shard of Ice (The Black Symphony Saga #1),"{""title"": ""A Shard of Ice (The Black Symphony Saga #1)"", ""price"": 56.63, ""rating"": 3, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:56
105,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,King's Folly (The Kinsman Chronicles #1),"{""title"": ""King's Folly (The Kinsman Chronicles #1)"", ""price"": 39.61, ""rating"": 5, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:57
106,http://books.toscrape.com/catalogue/category/books/romance_8/index.html,Every Heart a Doorway (Every Heart A Doorway #1),"{""title"": ""Every Heart a Doorway (Every Heart A Doorway #1)"", ""price"": 12.16, ""rating"": 5, ""category"": ""Fantasy"", ""availability"": true}",2026-03-09 02:23:57
